Fecha,PBI_Variacion,PBI_Indice,Tipo_Cambio
01/01/2018,-2.81920086856853,15.3764763523165,-0.141777642045759
01/01/2019,5.88086325057057,-22.9836154707888,-5.01990166174285
01/01/2020,-11.4881910302023,-32.1030244590284,1.14067367838691
01/01/2021,15.3186714691927,80.6247432089089,7.51010830411077
01/01/2022,1.75554145507854,-25.8271708623881,-1.76329111274901
01/01/2023,-3.25064181719767,24.7529131362204,0.277504068216113
01/02/2018,-8.39528427797697,17.6580838764579,-0.28899882583186
01/02/2019,7.77662808959321,0.519384182057613,-1.05964498693265
01/02/2020,-4.63027558964152,9.34591344938468,6.64010430443426
01/02/2021,-0.703119322943762,22.4442418659924,0.65144596298181
01/02/2022,-3.1190662511299,-18.0369159924737,2.55138508969358
01/02/2023,-4.25585058596492,1.37038276378532,-1.57669857966826
01/03/2018,4.52586403189995,7.26443248485334,1.80476699866564
01/03/2019,-17.6720618668989,-5.81981674587109,4.16448071990369
01/03/2020,10.9873245160955,-18.9379401197786,-33.0192687636571
01/03/2021,1.38733924201771,54.1538184184132,50.1514134126581
01/03/2022,-0.659158331561631,-22.9630431152146,4.09292832877155
01/03/2023,-8.24377986036262,21.7878506762722,0.170088814658948
01/04/2018,17.0534813319876,92.1480453625375,21.0490187041232
01/04/2019,-26.5229592731607,-59.884512347178,-13.9822157976917
01/04/2020,1.95251144604494,-53.5058117973926,-53.0640766061053
01/04/2021,15.3379231868764,152.843987571801,116.578559241082
01/04/2022,-5.90710704208174,-32.2010646650841,3.21194773669692
01/04/2023,5.69759940972261,-3.47113700696913,-3.66847896272816
01/05/2018,4.79119126748582,30.3865934153806,10.6247050743661
01/05/2019,0.0959478580324064,-24.2825435469957,-6.6515115234406
01/05/2020,-11.8628493625186,-45.0169499475103,-44.2100023005334
01/05/2021,3.4675377950312,103.569053825845,83.5485258110186
01/05/2022,-2.36634378562756,-15.0944800788495,1.87460823732363
01/05/2023,-2.77064663608212,-73.4318872774109,-15.5896499371438
01/06/2018,-1.67182117767693,-5.63645157249002,1.48324910416791
01/06/2019,-3.63313116852282,18.8605661299957,0.760128156619553
01/06/2020,21.8155559682215,48.2534223120717,-12.1545895231741
01/06/2021,-11.1542020883065,-34.496649970205,20.0446302454016
01/06/2022,55.1301550297244,19.6232691642476,5.25663983366191
01/06/2023,-47.6567661130206,-69.8193896004371,-14.7151658878267
01/07/2018,10.1101310299021,-9.85264040109214,2.10029269604538
01/07/2019,-4.65730199691225,60.6834520519887,7.95964258752533
01/07/2020,17.1698793993034,26.5868101262015,-8.19181224766107
01/07/2021,-26.3889081750257,-34.8646157037907,7.73508215507079
01/07/2022,9.57360633653859,37.3194308062132,2.27100082679095
01/07/2023,-9.05331040586917,-48.8923463638744,-12.9875610771361
01/08/2018,-0.215136732798563,33.704094392706,1.93400613819948
01/08/2019,1.29753533817855,12.4829129681963,1.9537505908332
01/08/2020,12.6732030915707,2.61699671195212,-9.938035781391
01/08/2021,-25.5192885640047,-19.9137772238093,11.8541942540058
01/08/2022,12.5667780781791,-0.538350532199111,0.675313224961341
01/08/2023,-14.3231421396128,42.301766297463,-3.26636606175993
01/09/2018,0.983738039369319,41.6181421151949,1.47299052280633
01/09/2019,-2.54525231248217,12.8600147462052,1.8134986149587
01/09/2020,22.9233182150477,9.25715167483721,-2.44437871662601
01/09/2021,-36.6551136376566,-26.2989515622926,8.39355461496534
01/09/2022,88.7084219501447,4.43581934875612,0.599371557668833
01/09/2023,-45.0784702069587,11.1717663502483,-8.45743510226657
01/10/2018,5.78908868847545,38.6263930737781,6.27026758288336
01/10/2019,-1.5757554294418,8.66002981856093,0.583077840370248
01/10/2020,2.17659207766204,9.00718408165002,-1.4429673228521
01/10/2021,-6.82760375353618,-25.2982096966651,0.472943090725939
01/10/2022,-37.3542403870229,10.0012889893496,-0.221458818024873
01/10/2023,27.7757834817992,50.3760153411387,-3.8329399215309
01/11/2018,-1.15593612242341,202.871928129529,12.1939494601458
01/11/2019,5.67001829475568,-12.6778538698833,-2.39775318601406
01/11/2020,-6.65852905375875,-0.294085548600616,-2.40863096925062
01/11/2021,-9.75701397066584,18.2643770155001,5.0425530881925
01/11/2022,-14.8855795155089,-45.8475915215724,-1.64007716459727
01/11/2023,7.66572014889747,55.6318723482307,-0.497528894095598
01/12/2018,4.55083604293066,236.742073569502,12.3437458157016
01/12/2019,-1.98415466231225,-44.8789306469401,-5.27000180252731
01/12/2020,1.28330438058532,113.576014818547,9.94460190254618
01/12/2021,-16.4032802840955,-9.97505352912101,2.60109719857654
01/12/2022,-3.16209050964977,-0.438342654691137,-4.51682202234117
01/12/2023,12.361949761391,-53.4325191061326,-11.61745903552
